"Date","Store.ID","Product.ID","Category","Region","Inventory.Level","Units.Sold","Units.Ordered","Demand.Forecast","Price","Discount","Weather.Condition","Holiday.Promotion","Competitor.Pricing","Seasonality","Weather_Enc","Season_Enc","Region_East","Region_South","Region_West","DayOfWeek","DayOfMonth","Month","WeekOfYear","IsWeekend","Units_Sold_Lag1","Inventory_Lag1","Units_Sold_Lag3","Inventory_Lag3","Units_Sold_Lag7","Inventory_Lag7","Units_Sold_Lag14","Inventory_Lag14","Rolling_Mean_7d","Rolling_Std_7d","Rolling_Mean_14d"
2022-05-20,"S001","P0001","Groceries","West",0.644444444444444,0.170261066969353,0.283333333333333,0.206388043544298,0.844427158573175,0.75,"Cloudy",0,0.854342581423402,"Autumn",1,2,0,0,1,4,20,5,20,0,0.274687854710556,0.286666666666667,0.0590238365493757,0.451111111111111,0.919409761634506,0.793333333333333,0.374574347332577,0.575555555555556,0.600889513108614,0.836644664073898,0.729170090386196
2022-06-05,"S001","P0001","Groceries","West",0.477777777777778,0.372304199772985,0.205555555555556,0.378002507497639,0.8270918990999,0.75,"Sunny",0,0.755830317651789,"Summer",0,1,0,0,1,6,5,6,22,1,0.170261066969353,0.644444444444444,0.81044267877412,0.991111111111111,1,0.975555555555556,0.358683314415437,0.604444444444444,0.471441947565543,0.651642648967638,0.73114215283484
2022-06-07,"S001","P0001","Groceries","East",0.457777777777778,0.538024971623156,0.0277777777777778,0.523592017983287,0.919991110123347,0.25,"Cloudy",0,0.927322074788902,"Autumn",1,2,1,0,0,1,7,6,23,0,0.372304199772985,0.477777777777778,0.274687854710556,0.286666666666667,0.758229284903519,0.662222222222222,0.274687854710556,0.855555555555556,0.426029962546816,0.566989646951267,0.769268693508628
2022-06-08,"S001","P0001","Groceries","East",0.353333333333333,0.204313280363224,0.405555555555556,0.24984397178789,0.988109789976664,0.5,"Rainy",0,0.982609569762766,"Spring",2,0,1,0,0,2,8,6,23,0,0.538024971623156,0.457777777777778,0.170261066969353,0.644444444444444,0.0612939841089671,0.597777777777778,0.640181611804767,0.537777777777778,0.455524344569288,0.52638996004415,0.706162695152013
2022-06-11,"S001","P0001","Groceries","East",0.72,0.576617480136209,0.0277777777777778,0.5812976024125,0.043449272141349,0.25,"Rainy",0,0.0496582227583434,"Spring",2,0,1,0,0,5,11,6,23,1,0.204313280363224,0.353333333333333,0.372304199772985,0.477777777777778,0.0590238365493757,0.451111111111111,0.812712826333712,0.724444444444444,0.562265917602996,0.474652773452755,0.671980279375514
2022-06-21,"S001","P0001","Groceries","North",0.784444444444444,0.433598183881952,0.65,0.424440921919616,0.776308478719858,0,"Snowy",1,0.71843586650583,"Summer",3,1,0,0,0,1,21,6,25,0,0.576617480136209,0.72,0.538024971623156,0.457777777777778,0.81044267877412,0.991111111111111,0.415437003405221,0.877777777777778,0.484550561797753,0.312742928034848,0.674609695973706
2022-06-28,"S001","P0001","Groceries","South",0.626666666666667,0.581157775255392,0.194444444444444,0.588897419044831,0.0645627291921325,0.5,"Snowy",0,0.117511057498995,"Winter",3,3,0,1,0,1,28,6,26,0,0.433598183881952,0.784444444444444,0.204313280363224,0.353333333333333,0.274687854710556,0.286666666666667,0.106696935300795,0.597777777777778,0.547752808988764,0.33939158747496,0.743303204601479
2022-07-02,"S001","P0001","Groceries","East",0.0244444444444444,0.018161180476731,0,0.0189111716199871,0.360262251361262,0,"Cloudy",0,0.352734217933253,"Autumn",1,2,1,0,0,5,2,7,26,1,0.581157775255392,0.626666666666667,0.576617480136209,0.72,0.170261066969353,0.644444444444444,0.919409761634506,0.793333333333333,0.516385767790262,0.429020103357956,0.612818405916187
2022-07-06,"S001","P0001","Groceries","East",0.566666666666667,0.00908059023836549,0.761111111111111,0.0701436564175922,0.410712301366819,1,"Rainy",1,0.438480096501809,"Autumn",2,2,1,0,0,2,6,7,27,0,0.018161180476731,0.0244444444444444,0.433598183881952,0.784444444444444,0.372304199772985,0.477777777777778,1,0.975555555555556,0.441479400749064,0.52775854305065,0.469350862777321
2022-07-08,"S001","P0001","Groceries","West",0.211111111111111,0.267877412031782,0.783333333333333,0.309891360179391,0.761306811867985,0.25,"Snowy",1,0.743365500603136,"Summer",3,1,0,0,1,4,8,7,27,0,0.00908059023836549,0.566666666666667,0.581157775255392,0.626666666666667,0.538024971623156,0.457777777777778,0.758229284903519,0.662222222222222,0.385767790262172,0.493723573326026,0.39835661462613
2022-07-09,"S001","P0001","Groceries","West",0.311111111111111,0.0136208853575482,0.6,0.0205902008759672,0.520835648405378,1,"Cloudy",0,0.511761158021713,"Spring",1,0,0,0,1,5,9,7,27,1,0.267877412031782,0.211111111111111,0.018161180476731,0.0244444444444444,0.204313280363224,0.353333333333333,0.0612939841089671,0.597777777777778,0.346441947565543,0.542840522711478,0.391454396055875
2022-07-15,"S001","P0001","Groceries","North",0.0711111111111111,0.143019296254257,0.333333333333333,0.200202146285424,0.433492610290032,0.75,"Cloudy",1,0.406312826698834,"Winter",1,3,0,0,0,4,15,7,28,0,0.0136208853575482,0.311111111111111,0.00908059023836549,0.566666666666667,0.576617480136209,0.72,0.0590238365493757,0.451111111111111,0.257022471910112,0.465157763646284,0.403615447822514
2022-07-23,"S001","P0001","Groceries","West",0.588888888888889,0.535754824063564,0.344444444444444,0.555780776219644,0.389154350483387,0,"Snowy",0,0.418073984720547,"Autumn",3,2,0,0,1,5,23,7,29,1,0.143019296254257,0.0711111111111111,0.267877412031782,0.211111111111111,0.433598183881952,0.784444444444444,0.81044267877412,0.991111111111111,0.278089887640449,0.507617312634369,0.363845521774856
2022-07-28,"S001","P0001","Groceries","South",0.586666666666667,0.708286038592508,0.35,0.704639975256411,0.711745749527725,0.75,"Cloudy",1,0.693104141535987,"Spring",1,0,0,1,0,3,28,7,30,0,0.535754824063564,0.588888888888889,0.0136208853575482,0.311111111111111,0.581157775255392,0.626666666666667,0.274687854710556,0.286666666666667,0.304307116104869,0.58073959071072,0.426622843056697
2022-07-29,"S001","P0001","Groceries","West",0.564444444444444,0.401816118047673,0.116666666666667,0.413240029383012,0.397488609845538,0,"Sunny",0,0.425010052271813,"Autumn",0,2,0,0,1,4,29,7,30,0,0.708286038592508,0.586666666666667,0.143019296254257,0.0711111111111111,0.018161180476731,0.0244444444444444,0.170261066969353,0.644444444444444,0.383426966292135,0.549862723072277,0.460147904683648
2022-07-30,"S001","P0001","Groceries","South",0.817777777777778,0.458569807037457,0.211111111111111,0.485725489762892,0.990887876430715,1,"Cloudy",0,0.964012866907921,"Winter",1,3,0,1,0,5,30,7,30,1,0.401816118047673,0.564444444444444,0.535754824063564,0.588888888888889,0.00908059023836549,0.566666666666667,0.372304199772985,0.477777777777778,0.476123595505618,0.487205959595919,0.472637633525062
2022-08-11,"S001","P0001","Groceries","East",0.953333333333333,0.404086265607264,0.905555555555556,0.443838128324229,0.256806311812424,0.25,"Rainy",0,0.254624045034178,"Winter",2,3,1,0,0,3,11,8,32,0,0.458569807037457,0.817777777777778,0.708286038592508,0.586666666666667,0.267877412031782,0.211111111111111,0.538024971623156,0.457777777777778,0.504213483146067,0.479762620998559,0.453245686113394
2022-08-15,"S001","P0001","Groceries","South",0.304444444444444,0.354143019296254,0.172222222222222,0.35564490740485,0.945327258584287,0.5,"Sunny",0,0.877965420184962,"Spring",0,0,0,1,0,0,15,8,33,0,0.404086265607264,0.953333333333333,0.401816118047673,0.564444444444444,0.0136208853575482,0.311111111111111,0.204313280363224,0.353333333333333,0.574438202247191,0.343484345377891,0.47493837304848
2022-08-22,"S001","P0001","Groceries","East",0.44,0.167990919409762,0.522222222222222,0.218141248336159,0.574841649072119,0.75,"Sunny",0,0.564837153196622,"Winter",0,3,1,0,0,0,22,8,34,0,0.354143019296254,0.304444444444444,0.458569807037457,0.817777777777778,0.143019296254257,0.0711111111111111,0.576617480136209,0.72,0.579588014981273,0.328511916879985,0.415776499589154
2022-08-24,"S001","P0001","Groceries","East",0.551111111111111,0.0953461975028377,0.433333333333333,0.106817190166633,0.37993110345594,0.25,"Rainy",1,0.412846803377563,"Autumn",2,2,1,0,0,2,24,8,34,0,0.167990919409762,0.44,0.404086265607264,0.953333333333333,0.535754824063564,0.588888888888889,0.433598183881952,0.784444444444444,0.48876404494382,0.404619995673375,0.366803615447823
2022-08-27,"S001","P0001","Groceries","North",0.646666666666667,0.510783200908059,0.472222222222222,0.521206029040578,0.785642849205467,0.25,"Sunny",1,0.776236429433052,"Winter",0,3,0,0,0,5,27,8,34,1,0.0953461975028377,0.551111111111111,0.354143019296254,0.304444444444444,0.708286038592508,0.586666666666667,0.581157775255392,0.626666666666667,0.448033707865169,0.300259939962419,0.356614626129827
2022-09-08,"S001","P0001","Groceries","North",0.0733333333333333,0.108967082860386,0.744444444444444,0.142717486758314,0.0735637293032559,1,"Cloudy",1,0.0970044229995979,"Autumn",1,2,0,0,0,3,8,9,36,0,0.510783200908059,0.646666666666667,0.167990919409762,0.44,0.401816118047673,0.564444444444444,0.018161180476731,0.0244444444444444,0.387640449438202,0.343616196388268,0.369761709120789
2022-09-15,"S001","P0001","Groceries","North",0.933333333333333,0.862656072644722,0.494444444444444,0.873890542757253,0.473608178686521,0.75,"Rainy",1,0.471652593486128,"Summer",2,1,0,0,0,3,15,9,37,0,0.108967082860386,0.0733333333333333,0.0953461975028377,0.551111111111111,0.458569807037457,0.817777777777778,0.00908059023836549,0.566666666666667,0.470973782771536,0.565139136668718,0.493344289235826
2022-09-16,"S001","P0001","Groceries","West",0.135555555555556,0.145289443813848,0.405555555555556,0.203648574758225,0.894543838204245,1,"Sunny",1,0.833433856051468,"Autumn",0,2,0,0,1,4,16,9,37,0,0.862656072644722,0.933333333333333,0.510783200908059,0.646666666666667,0.404086265607264,0.953333333333333,0.267877412031782,0.211111111111111,0.417602996254682,0.587265628576622,0.475595727198028
2022-09-26,"S001","P0001","Groceries","East",0.693333333333333,0.562996594778661,0.966666666666667,0.599435536875128,0.375041671296811,0.75,"Cloudy",1,0.386610373944511,"Summer",1,1,1,0,0,0,26,9,39,0,0.145289443813848,0.135555555555556,0.108967082860386,0.0733333333333333,0.354143019296254,0.304444444444444,0.0136208853575482,0.311111111111111,0.460674157303371,0.619824818918952,0.555135579293344
2022-09-27,"S001","P0001","Groceries","West",0.117777777777778,0.0930760499432463,0.0722222222222222,0.14245237687579,0.74174908323147,0.75,"Sunny",0,0.76216324889425,"Summer",0,1,0,0,1,1,27,9,39,0,0.562996594778661,0.693333333333333,0.862656072644722,0.933333333333333,0.167990919409762,0.44,0.143019296254257,0.0711111111111111,0.445224719101124,0.639427664804889,0.547904683648316
2022-09-30,"S001","P0001","Groceries","South",0.364444444444444,0.133938706015891,0.522222222222222,0.163639074987435,0.63162573619291,0.5,"Cloudy",1,0.603940490550865,"Spring",1,0,0,1,0,4,30,9,39,0,0.0930760499432463,0.117777777777778,0.145289443813848,0.135555555555556,0.0953461975028377,0.551111111111111,0.535754824063564,0.588888888888889,0.453183520599251,0.628775174789621,0.489728841413311
2022-10-05,"S001","P0001","Groceries","West",0.242222222222222,0.0567536889897843,0.122222222222222,0.0660565457286932,0.103567063007001,0.5,"Sunny",1,0.108464012866908,"Spring",0,0,0,0,1,2,5,10,40,0,0.133938706015891,0.364444444444444,0.562996594778661,0.693333333333333,0.510783200908059,0.646666666666667,0.708286038592508,0.586666666666667,0.359550561797753,0.64475609936476,0.395398520953164
2022-10-09,"S001","P0001","Groceries","South",0.0911111111111111,0.118047673098751,0.488888888888889,0.149544066233286,0.782975886209579,1,"Rainy",0,0.781061519903498,"Summer",2,1,0,1,0,6,9,10,40,1,0.0567536889897843,0.242222222222222,0.0930760499432463,0.117777777777778,0.108967082860386,0.0733333333333333,0.401816118047673,0.564444444444444,0.361423220973783,0.642939131394362,0.354313886606409
2022-10-14,"S001","P0001","Groceries","East",0.808888888888889,0.719636776390465,0.4,0.726644095505835,0.0718968774308256,0,"Snowy",1,0.132790510655408,"Autumn",3,2,1,0,0,4,14,10,41,0,0.118047673098751,0.0911111111111111,0.133938706015891,0.364444444444444,0.862656072644722,0.933333333333333,0.458569807037457,0.817777777777778,0.331928838951311,0.547453925247394,0.392111750205423
2022-10-15,"S001","P0001","Groceries","North",0.0177777777777778,0.129398410896708,0.338888888888889,0.156238090766996,0.664962773641516,0.5,"Cloudy",1,0.648371531966224,"Summer",1,1,0,0,0,5,15,10,41,1,0.719636776390465,0.808888888888889,0.0567536889897843,0.242222222222222,0.145289443813848,0.135555555555556,0.404086265607264,0.953333333333333,0.328651685393258,0.550162238273393,0.352341824157765
2022-10-22,"S001","P0001","Groceries","North",0.357777777777778,0.0885357548240636,0.933333333333333,0.109888046305859,0.48072008000889,0.75,"Cloudy",0,0.48713309207881,"Summer",1,1,0,0,0,5,22,10,42,1,0.129398410896708,0.0177777777777778,0.118047673098751,0.0911111111111111,0.562996594778661,0.693333333333333,0.354143019296254,0.304444444444444,0.230805243445693,0.479989326899578,0.313886606409203
2022-10-30,"S001","P0001","Groceries","North",0.671111111111111,0.158910329171396,0.972222222222222,0.183632778627725,0.674852761417935,0.25,"Cloudy",0,0.705267390430237,"Summer",1,1,0,0,0,6,30,10,43,1,0.0885357548240636,0.357777777777778,0.719636776390465,0.808888888888889,0.0930760499432463,0.117777777777778,0.167990919409762,0.44,0.24438202247191,0.472694231259208,0.312571898110107
2022-11-01,"S001","P0001","Groceries","South",0.304444444444444,0.388195232690125,0.188888888888889,0.419823591465671,0.637293032559173,0.75,"Rainy",1,0.590671491757137,"Winter",2,3,0,1,0,1,1,11,44,0,0.158910329171396,0.671111111111111,0.129398410896708,0.0177777777777778,0.133938706015891,0.364444444444444,0.0953461975028377,0.551111111111111,0.296816479400749,0.489495712543437,0.354971240755957
2022-11-06,"S001","P0001","Groceries","West",0.784444444444444,0.388195232690125,0.411111111111111,0.410080803282944,0.696299588843205,1,"Snowy",0,0.627864897466827,"Winter",3,3,0,0,1,6,6,11,44,1,0.388195232690125,0.304444444444444,0.0885357548240636,0.357777777777778,0.0567536889897843,0.242222222222222,0.510783200908059,0.646666666666667,0.365168539325843,0.469555237436722,0.337222678718159
2022-11-07,"S001","P0001","Groceries","West",0.28,0.254256526674234,0.233333333333333,0.312542459004623,0.29625513945994,0.25,"Sunny",1,0.359770808202654,"Summer",0,1,0,0,1,0,7,11,45,0,0.388195232690125,0.784444444444444,0.158910329171396,0.671111111111111,0.118047673098751,0.0911111111111111,0.108967082860386,0.0733333333333333,0.393258426966292,0.445400971473791,0.358258011503698
2022-11-10,"S001","P0001","Groceries","North",0.597777777777778,0.0681044267877412,0.211111111111111,0.105889305577801,0.0692299144349372,0.75,"Sunny",0,0.115701648572577,"Autumn",0,2,0,0,0,3,10,11,45,0,0.254256526674234,0.28,0.388195232690125,0.304444444444444,0.719636776390465,0.808888888888889,0.862656072644722,0.933333333333333,0.258895131086142,0.260239964616469,0.243221035332786
2022-11-13,"S001","P0001","Groceries","West",0.986666666666667,0.179341657207718,0.983333333333333,0.182594431587842,0.450272252472497,0.75,"Rainy",0,0.412645757941295,"Summer",2,1,0,0,1,6,13,11,45,1,0.0681044267877412,0.597777777777778,0.388195232690125,0.784444444444444,0.129398410896708,0.0177777777777778,0.145289443813848,0.135555555555556,0.269194756554307,0.251953415075782,0.248151191454396
2022-11-16,"S001","P0001","Groceries","West",0.791111111111111,0.311010215664018,0.0388888888888889,0.355291427561486,0.673074786087343,1,"Rainy",0,0.637414555689586,"Summer",2,1,0,0,1,2,16,11,46,0,0.179341657207718,0.986666666666667,0.254256526674234,0.28,0.0885357548240636,0.357777777777778,0.562996594778661,0.693333333333333,0.315074906367041,0.229863046763648,0.211668036154478
2022-11-26,"S001","P0001","Groceries","North",0.204444444444444,0.163450624290579,0.177777777777778,0.182970003921417,0.0188909878875431,0.5,"Snowy",0,0.112987535182951,"Autumn",3,2,0,0,0,5,26,11,47,1,0.311010215664018,0.791111111111111,0.0681044267877412,0.597777777777778,0.158910329171396,0.671111111111111,0.0930760499432463,0.117777777777778,0.316011235955056,0.228635336980762,0.221857025472473
2022-11-28,"S001","P0001","Groceries","East",0.68,0.0227014755959137,0.933333333333333,0.0221145827004755,0.945438382042449,0,"Rainy",0,0.92330116606353,"Autumn",2,2,1,0,0,0,28,11,48,0,0.163450624290579,0.204444444444444,0.179341657207718,0.986666666666667,0.388195232690125,0.304444444444444,0.133938706015891,0.364444444444444,0.24063670411985,0.248839092129526,0.205751848808546
2022-11-30,"S001","P0001","Groceries","East",1,0.864926220204313,0.483333333333333,0.858204874707965,0.811534614957218,0.75,"Snowy",1,0.766887816646562,"Winter",3,3,1,0,0,2,30,11,48,0,0.0227014755959137,0.68,0.311010215664018,0.791111111111111,0.388195232690125,0.784444444444444,0.0567536889897843,0.242222222222222,0.338951310861423,0.585041788808517,0.322760887428102
2022-12-01,"S001","P0001","Groceries","South",0.457777777777778,0.433598183881952,0.0944444444444444,0.472050238322738,0.792088009778864,1,"Cloudy",0,0.764676316847608,"Autumn",1,2,0,1,0,3,1,12,48,0,0.864926220204313,1,0.163450624290579,0.204444444444444,0.254256526674234,0.28,0.118047673098751,0.0911111111111111,0.375936329588015,0.600052809871535,0.368447000821693
2022-12-03,"S001","P0001","Groceries","North",0.302222222222222,0.0158910329171396,0.761111111111111,0.0805934042870477,0.182464718302034,1,"Cloudy",0,0.2464817048653,"Autumn",1,2,0,0,0,5,3,12,48,1,0.433598183881952,0.457777777777778,0.0227014755959137,0.68,0.0681044267877412,0.597777777777778,0.719636776390465,0.808888888888889,0.365168539325843,0.616237875355423,0.266557107641742
2022-12-06,"S001","P0001","Groceries","North",0.928888888888889,0.401816118047673,0.372222222222222,0.428174552765151,0.223913768196466,0.5,"Snowy",1,0.276035383996783,"Summer",3,1,0,0,0,1,6,12,49,0,0.0158910329171396,0.302222222222222,0.864926220204313,1,0.179341657207718,0.986666666666667,0.129398410896708,0.0177777777777778,0.411048689138577,0.613540230430579,0.305998356614626
2022-12-14,"S001","P0001","Groceries","East",0.468888888888889,0.213393870601589,0.65,0.209260067271633,0.573841537948661,0.5,"Cloudy",0,0.522818657016486,"Summer",1,1,1,0,0,2,14,12,50,0,0.401816118047673,0.928888888888889,0.433598183881952,0.457777777777778,0.311010215664018,0.791111111111111,0.0885357548240636,0.357777777777778,0.390917602996255,0.619248103033922,0.324075595727198
2022-12-15,"S001","P0001","Groceries","West",0.335555555555556,0.258796821793417,0.544444444444444,0.272488774253412,0.935992888098678,0,"Sunny",1,0.939786891837555,"Spring",0,0,0,0,1,3,15,12,50,0,0.213393870601589,0.468888888888889,0.0158910329171396,0.302222222222222,0.163450624290579,0.204444444444444,0.158910329171396,0.671111111111111,0.410580524344569,0.60758337972627,0.338537387017255
2022-12-21,"S001","P0001","Groceries","East",0.435555555555556,0.379114642451759,0.577777777777778,0.428285015216203,0.282809201022336,0.5,"Sunny",1,0.264374748693205,"Winter",0,3,1,0,0,2,21,12,51,0,0.258796821793417,0.335555555555556,0.401816118047673,0.928888888888889,0.0227014755959137,0.68,0.388195232690125,0.304444444444444,0.484082397003745,0.541076328206195,0.337222678718159
